template_name,template_language,smell_type,element_name,element_type,property_path,secondary_element,notes
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.FGT_LICENSE_LOCATION,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.FGT_LICENSE_FILE_C,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.FGT_LICENSE_FILE_D,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.gateway_ipaddress_branch1,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.gateway_ipaddress_branch2,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,variable.fmg_ipaddress,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unused_parameters,data.fgt_branch1_custom_data,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unprotected_secrets,PASSWORD,parameter,,,
group_11085_FortiGate_Playground_SD-WAN_terraform,terraform,unrestricted_ip_addresses,azurerm_network_security_rule.fgtnsgallowallin,resource,,,
group_11155_agent,terraform,unused_parameters,variable.tags,parameter,,,
group_11155_agent,terraform,unused_parameters,data.current,parameter,,,
group_11285_prod,terraform,unrestricted_ip_addresses,aws_security_group.bastion_host,resource,ingress[0].cidr_blocks[0],,
group_11285_prod,terraform,unprotected_secrets,datadog_api_key,parameter,,,
group_11285_prod,terraform,unprotected_secrets,registrationToken,parameter,,,
group_11463_aws-firehose-s3-archiver,terraform,unused_parameters,data.current,parameter,,,
group_11694_src_terraform_modules_dnsserver,terraform,unused_parameters,data.primary,parameter,,,
group_11694_src_terraform_modules_dnsserver,terraform,unprotected_secrets,admin_password,parameter,,,
group_11694_src_terraform_modules_dnsserver,terraform,unprotected_secrets,ssh_key_data,parameter,,,
group_13261_internal_service_backup_testdata_Vault_data.tags,terraform,unused_parameters,data.test,parameter,,,
group_13662_internal_service_dms_testdata_ReplicationInstance_data.tags,terraform,unused_parameters,data.test,parameter,,,
group_15700_tests_terraform_checks_resource_aws_example_NetworkACLUnrestricted,terraform,unrestricted_ip_addresses,aws_network_acl_rule.fail,resource,cidr_block,,
group_15700_tests_terraform_checks_resource_aws_example_NetworkACLUnrestricted,terraform,unrestricted_ip_addresses,aws_network_acl_rule.pass,resource,cidr_block,,
group_15700_tests_terraform_checks_resource_aws_example_NetworkACLUnrestricted,terraform,unrestricted_ip_addresses,aws_network_acl_rule.ignore,resource,cidr_block,,
group_15700_tests_terraform_checks_resource_aws_example_NetworkACLUnrestricted,terraform,unrestricted_ip_addresses,aws_network_acl_rule.fail2,resource,cidr_block,,
group_18919_iac_provider-gcp_persistent-volume-types,terraform,always_true_conditions,condition_1,condition,,,
group_20182_examples_datahub,terraform,unused_parameters,variable.region,parameter,,,
group_21734_examples_dms_kafka_instance-configuration,terraform,always_false_conditions,condition_1,condition,,,
group_21734_examples_dms_kafka_instance-configuration,terraform,always_false_conditions,condition_2,condition,,,
group_21734_examples_dms_kafka_instance-configuration,terraform,always_false_conditions,condition_4,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_1,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_2,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_3,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_4,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_5,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_6,condition,,,
group_21759_examples_elb_dedicated-loadbalancer-with-as,terraform,always_true_conditions,condition_7,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,always_false_conditions,condition_3,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,always_true_conditions,condition_4,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,always_true_conditions,condition_10,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,always_true_conditions,condition_11,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,always_true_conditions,condition_12,condition,,,
group_21761_examples_elb_shared-loadbalancer-with-full-configuration,terraform,dead_resources,huaweicloud_vpc_eip.test,resource,,,
group_21815_examples_rms_policy-assignment,terraform,always_false_conditions,condition_1,condition,,,
group_21815_examples_rms_policy-assignment,terraform,always_false_conditions,condition_2,condition,,,
group_22027_examples_trino_catalog,terraform,unused_parameters,data.trino_catalog_by_name,parameter,,,
group_22027_examples_trino_catalog,terraform,unused_parameters,data.trino_catalog_by_id,parameter,,,
group_24483_examples_deployment_blueprint,terraform,unprotected_secrets,refresh_token,parameter,,,
group_27433_vendor_github.com_hashicorp_terraform_te,terraform,circular_dependencies,aws_instance.foo,resource,,"aws_instance.foo, aws_instance.bar",
group_28012_pkg_tf2pulumi_internal_config_testdata_d,terraform,unused_parameters,variable.foo,parameter,,,
group_28012_pkg_tf2pulumi_internal_config_testdata_d,terraform,no_sourced_outputs,Out.web_ip,output,,,
group_30024_examples_platform_chain_infra_erc20,terraform,unprotected_secrets,kaleido_platform_password,parameter,,,
group_30058_modules_aws_v2_titan_environment,terraform,unused_parameters,variable.netbios_node_type,parameter,,,
group_30561_terraform_production,terraform,hard_coded_secrets,github_actions_runner_token,parameter,,,
group_30561_terraform_production,terraform,unprotected_secrets,github_actions_runner_token,parameter,,,
group_30570_terraform_aws_modules_networking,terraform,unused_parameters,variable.region,parameter,,,
group_30570_terraform_aws_modules_networking,terraform,unused_parameters,locals.rds_enhanced_monitoring_arn,parameter,,,
group_31336_modules_databases_data_explorer_kusto_cl,terraform,unused_parameters,variable.client_config,parameter,,,
group_35366_Chapter 10,terraform,unrestricted_ip_addresses,aws_network_acl.example_nacl,resource,ingress[2].cidr_block,,
group_35366_Chapter 10,terraform,no_sourced_conditions,condition_1,condition,,,
group_38756_examples_networking_port_secgroup_associ,terraform,unrestricted_ip_addresses,vkcs_networking_secgroup_rule.ssh,resource,remote_ip_prefix,,
group_39272_ibmcloud_powervs_account_bootstrap_power,terraform,unused_parameters,variable.module_var_resource_group_id,parameter,,,
group_39272_ibmcloud_powervs_account_bootstrap_power,terraform,unused_parameters,variable.module_var_ibmcloud_power_zone,parameter,,,
group_39272_ibmcloud_powervs_account_bootstrap_power,terraform,unused_parameters,variable.module_var_ibmcloud_vpc_crn,parameter,,,
