template_name,template_language,smell_type,element_name,element_type,property_path,secondary_element,notes
template_40821_azuredeploy.json,arm,unrestricted_ip_addresses,Microsoft.Network/networkSecurityGroups_puppetNsgName,resource,securityRules[3].properties.sourceAddressPrefix,,
template_45421_prereq.azuredeploy.json,arm,unused_parameters,variables.StorageAccountType,parameter,,,
template_45421_prereq.azuredeploy.json,arm,no_sourced_outputs,Out.clusterStorageResourceGroup,output,,,
template_46992_azuredeploy.json,arm,unused_parameters,VmSize,parameter,,,
template_46992_azuredeploy.json,arm,no_sourced_outputs,Out.hostname,output,,,
template_46992_azuredeploy.json,arm,unrestricted_ip_addresses,Microsoft.Network/networkSecurityGroups_networkSecurityGroupName,resource,securityRules[0].properties.sourceAddressPrefix,,
template_55266_cluster.json,arm,unused_parameters,variables.WindowsStorageProfile,parameter,,,
template_55266_cluster.json,arm,no_sourced_outputs,Out.adminUser,output,,,
template_55266_cluster.json,arm,no_sourced_outputs,Out.Credentials Url Login,output,,,
template_55266_cluster.json,arm,no_sourced_conditions,condition_3,condition,,,
template_55266_cluster.json,arm,unrestricted_ip_addresses,Microsoft.Network/networkSecurityGroups_NSGName,resource,securityRules[0].properties.sourceAddressPrefix,,
template_56891_firewall.json,arm,unprotected_secrets,osProfilepassword,parameter,,,
template_59725_ingestEvents.json,arm,unused_parameters,WorkspaceId,parameter,,,
template_59725_ingestEvents.json,arm,unused_parameters,variables.identityName,parameter,,,
template_59991_01DEF.json,arm,unused_parameters,reportingSqlDatabaseName,parameter,,,
template_59991_01DEF.json,arm,circular_dependencies,deploymentId,resource,,"deploymentId,standard",
template_60018_azuredeploy.json,arm,unused_parameters,templateLinkBase,parameter,,,
template_60018_azuredeploy.json,arm,unused_parameters,variables.resourcesApiVersion,parameter,,,
template_63470_azuredeploy.json,arm,unused_parameters,dbtype,parameter,,,
template_63470_azuredeploy.json,arm,unused_parameters,variables.dbVMSize,parameter,,,
template_63470_azuredeploy.json,arm,unused_parameters,variables.diVMSize,parameter,,,
template_76419_Azuredeploy.json,arm,hard_coded_secrets,ProofPointPassword,parameter,,,
template_76434_azuredeploy.json,arm,hard_coded_secrets,RiskiqApiKey,parameter,,,
template_76434_azuredeploy.json,arm,unprotected_secrets,RiskiqApiKey,parameter,,,
template_79345_vm.json,arm,always_true_conditions,condition_6,condition,,,
template_79345_vm.json,arm,always_false_conditions,condition_4,condition,,,
template_79345_vm.json,arm,unprotected_secrets,adminPasswordOrKey,parameter,,,
