template_name,template_path,template_language,label,detected_smells,always_true_conditions,always_false_conditions,dead_resources,unused_parameters,unused_conditions,no_sourced_outputs,no_sourced_conditions,circular_dependencies,cascading_provisioning_failures,hard_coded_secrets,unrestricted_ip_addresses,unprotected_secrets,parse_time,dependency_graph_build_time,dependency_graph_analysis_time,dependency_graph_analysis_result
group_02007_modules_webapps_asev3,data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/diagnostic.tf|data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/main.tf|data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/module.tf|data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/output.tf|data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/private_dns_records.tf|data/terraform_collected_templates_new\group_02007_modules_webapps_asev3/variables.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.08699154853820801,0.0,0.005000591278076172,
group_02116_deprecated_tgw_spoke,data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/context.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/main.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/outputs.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/providers.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/remote-state.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/variables.tf|data/terraform_collected_templates_new\group_02116_deprecated_tgw_spoke/versions.tf,terraform,smelly,always_true_conditions;no_sourced_conditions,1,0,0,0,0,0,1,0,0,0,0,0,0.10767745971679688,0.0,0.004704475402832031,"{'always_true_conditions': [{'name': 'condition_1', 'id': 'b42ae271-2666-45c6-bd29-11b897916c3d'}], 'no_sourced_conditions': [{'name': 'condition_1', 'id': 'b42ae271-2666-45c6-bd29-11b897916c3d'}]}"
group_02317_examples_global-network-firewall-policy,data/terraform_collected_templates_new\group_02317_examples_global-network-firewall-policy/main.tf|data/terraform_collected_templates_new\group_02317_examples_global-network-firewall-policy/outputs.tf|data/terraform_collected_templates_new\group_02317_examples_global-network-firewall-policy/variables.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.05374717712402344,0.0,0.0,
group_03400_examples_extended,data/terraform_collected_templates_new\group_03400_examples_extended/dependencies.tf|data/terraform_collected_templates_new\group_03400_examples_extended/main.tf|data/terraform_collected_templates_new\group_03400_examples_extended/outputs.tf|data/terraform_collected_templates_new\group_03400_examples_extended/variables.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0655510425567627,0.0,0.0,
group_03646_examples_resources_awscc_b2bi_capability,data/terraform_collected_templates_new\group_03646_examples_resources_awscc_b2bi_capability/import-by-identity.tf|data/terraform_collected_templates_new\group_03646_examples_resources_awscc_b2bi_capability/import-by-string-id.tf|data/terraform_collected_templates_new\group_03646_examples_resources_awscc_b2bi_capability/main.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.03827023506164551,0.0,0.0,
group_04756_gce_network,data/terraform_collected_templates_new\group_04756_gce_network/main.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.022935152053833008,0.0,0.0,
group_05247_deployment_azure_azure,data/terraform_collected_templates_new\group_05247_deployment_azure_azure/azuread.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/db.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/keyvault.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/lb.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/nsg.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/outputs.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/remotehosts.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/terraform.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/variables.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/vm.tf|data/terraform_collected_templates_new\group_05247_deployment_azure_azure/vnet.tf,terraform,smelly,hard_coded_secrets;unprotected_secrets,0,0,0,0,0,0,0,0,0,1,0,1,0.25258302688598633,0.0009386539459228516,0.0019948482513427734,"{'hard_coded_secrets': [{'parameter_id': '2f1aec21-5b37-48e7-ae0e-052d54b82955', 'parameter_name': 'db_password'}], 'unprotected_secrets': [{'parameter_id': '2f1aec21-5b37-48e7-ae0e-052d54b82955', 'parameter_name': 'db_password'}]}"
group_05401_cli_assets_terraform_aws_elastic_load_balancing_lb_listener_listener_https_tests_terraform11,data/terraform_collected_templates_new\group_05401_cli_assets_terraform_aws_elastic_load_balancing_lb_listener_listener_https_tests_terraform11/https.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.026582717895507812,0.0,0.0,
group_06468_modules_log-account-policy,data/terraform_collected_templates_new\group_06468_modules_log-account-policy/main.tf|data/terraform_collected_templates_new\group_06468_modules_log-account-policy/outputs.tf|data/terraform_collected_templates_new\group_06468_modules_log-account-policy/variables.tf|data/terraform_collected_templates_new\group_06468_modules_log-account-policy/versions.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0615696907043457,0.0,0.010999441146850586,
group_06514_terraform_aws_compute_utility,data/terraform_collected_templates_new\group_06514_terraform_aws_compute_utility/aws_utility.tf,terraform,smelly,unrestricted_ip_addresses;unprotected_secrets,0,0,0,0,0,0,0,0,0,0,1,1,0.035277605056762695,0.0,0.001001596450805664,"{'unrestricted_ip_addresses': [{'resource_id': 'bfbe4037-4927-44a5-876e-ac50a52a5430', 'resource_name': 'aws_security_group.utility', 'resource_type': 'aws_security_group', 'property_path': 'ingress[1].cidr_blocks[0]', 'ip_value': '0.0.0.0/0', 'port': '22', 'direction': None}], 'unprotected_secrets': [{'parameter_id': '7d425f49-de07-4999-8d34-7d25c8f770bd', 'parameter_name': 'atlas_token'}]}"
group_06561_modules_initiative,data/terraform_collected_templates_new\group_06561_modules_initiative/main.tf|data/terraform_collected_templates_new\group_06561_modules_initiative/outputs.tf|data/terraform_collected_templates_new\group_06561_modules_initiative/variables.tf|data/terraform_collected_templates_new\group_06561_modules_initiative/versions.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.10140705108642578,0.0,0.014005422592163086,
group_06611_terraform_domain-redirects_impl,data/terraform_collected_templates_new\group_06611_terraform_domain-redirects_impl/main.tf|data/terraform_collected_templates_new\group_06611_terraform_domain-redirects_impl/variables.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0655050277709961,0.0,0.005926609039306641,
group_06618_terraform_releases_impl,data/terraform_collected_templates_new\group_06618_terraform_releases_impl/main.tf|data/terraform_collected_templates_new\group_06618_terraform_releases_impl/outputs.tf|data/terraform_collected_templates_new\group_06618_terraform_releases_impl/promote-release.tf|data/terraform_collected_templates_new\group_06618_terraform_releases_impl/storage.tf|data/terraform_collected_templates_new\group_06618_terraform_releases_impl/variables.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.12253141403198242,0.0,0.0009982585906982422,
group_07103_alicloud_7.0_ha,data/terraform_collected_templates_new\group_07103_alicloud_7.0_ha/main.tf|data/terraform_collected_templates_new\group_07103_alicloud_7.0_ha/output.tf|data/terraform_collected_templates_new\group_07103_alicloud_7.0_ha/provider.tf|data/terraform_collected_templates_new\group_07103_alicloud_7.0_ha/variables.tf,terraform,smelly,unused_parameters;no_sourced_outputs;unrestricted_ip_addresses;unprotected_secrets,0,0,0,1,0,1,0,0,0,0,1,1,0.1271803379058838,0.0,0.003088712692260742,"{'unrestricted_ip_addresses': [{'resource_id': '09a70ed9-0705-4a45-856b-baad82765148', 'resource_name': 'alicloud_security_group_rule.allow_all_tcp_ingress', 'resource_type': 'alicloud_security_group_rule', 'property_path': 'cidr_ip', 'ip_value': '0.0.0.0/0'}], 'unprotected_secrets': [{'parameter_id': 'c5a8c573-a5fc-4241-aadf-29843ba21eed', 'parameter_name': 'access_key'}, {'parameter_id': '69e2249e-17f4-403b-b98e-862edf85c8f3', 'parameter_name': 'secret_key'}], 'unused_parameters': [{'name': 'data.current_region_ds', 'id': 'bdfc9258-a684-4921-a602-2e30eb7fc6e2'}, {'name': 'data.current', 'id': 'e427ca08-83b7-443e-b82a-4bebe63a1877'}], 'no_sourced_outputs': [{'name': 'Out.Username', 'id': 'e41ddd58-6e3c-4a63-ad82-117b7e67af8e'}]}"
group_07693_bigquery_routine_spark_jar,data/terraform_collected_templates_new\group_07693_bigquery_routine_spark_jar/backing_file.tf|data/terraform_collected_templates_new\group_07693_bigquery_routine_spark_jar/main.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.009001731872558594,0.0,0.0,
group_09084_infra_modules_providers_azure_app-monitoring,data/terraform_collected_templates_new\group_09084_infra_modules_providers_azure_app-monitoring/main.tf|data/terraform_collected_templates_new\group_09084_infra_modules_providers_azure_app-monitoring/output.tf|data/terraform_collected_templates_new\group_09084_infra_modules_providers_azure_app-monitoring/variables.tf|data/terraform_collected_templates_new\group_09084_infra_modules_providers_azure_app-monitoring/versions.tf,terraform,smelly,cascading_provisioning_failures,0,0,0,0,0,0,0,0,1,0,0,0,0.05477142333984375,0.0,0.008996725082397461,"{'cascading_provisioning_failures': [{'gated_resource': 'azurerm_monitor_metric_alert.appmonitoring', 'dependent_resource': 'Out.rule_resource_id', 'condition': 'condition_1'}]}"
group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb,data/terraform_collected_templates_new\group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb/locals.tf|data/terraform_collected_templates_new\group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb/main.tf|data/terraform_collected_templates_new\group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb/output.tf|data/terraform_collected_templates_new\group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb/variables.tf|data/terraform_collected_templates_new\group_09227_deprecated_terraform_aws_R80.40_autoscale-gwlb/versions.tf,terraform,smelly,unused_parameters;no_sourced_outputs;hard_coded_secrets;unprotected_secrets,0,0,0,1,0,1,0,0,0,1,0,1,0.1829357147216797,0.0,0.05601048469543457,"{'hard_coded_secrets': [{'parameter_id': '391871c9-3e86-420f-882a-b7c9d0f3cde2', 'parameter_name': 'regex_valid_gateway_password_hash'}], 'unprotected_secrets': [{'parameter_id': '916175b8-4f96-4530-a18e-071dcf69cd13', 'parameter_name': 'access_key'}, {'parameter_id': '2c0d43ed-6280-4884-97df-f1e2782b04b5', 'parameter_name': 'secret_key'}, {'parameter_id': 'cf436585-72b9-4b33-bfbe-f6bd43a95f15', 'parameter_name': 'gateway_password_hash'}, {'parameter_id': '23518266-edea-4994-ae10-5f63e9c7e2c1', 'parameter_name': 'gateway_maintenance_mode_password_hash'}], 'unused_parameters': [{'name': 'locals.validate_gateways_provision_address_type', 'id': 'ed9ecac1-cc7a-421c-a662-8e2a5d0a6530'}, {'name': 'locals.validate_admin_shell', 'id': '1f152900-3398-4d4a-8e36-bb99b77607c5'}, {'name': 'locals.regex_key_name_result', 'id': 'eec77d80-a506-4b9b-8fa9-fc4896a2d5ca'}, {'name': 'locals.regex_sic_result', 'id': '52cb0a60-5d13-43d4-a45f-f5c1e196b50f'}, {'name': 'locals.regex_gateway_password_hash', 'id': '3fe47be0-73ce-4918-8307-e59d18b33850'}, {'name': 'locals.regex_gateway_maintenance_mode_password_hash', 'id': '259f1150-e8bf-4053-aac9-ebbe56e59059'}, {'name': 'locals.regex_valid_cidr_range', 'id': '6c20b1a3-6faa-4469-b15c-39bc12d69b65'}, {'name': 'locals.tags_asg_format', 'id': '3d5716ca-8597-4017-8e18-cf638fc7c729'}], 'no_sourced_outputs': [{'name': 'Out.Deployment', 'id': '8b07229c-8760-4c81-80db-206b0fb3305a'}]}"
group_09816_CHAP15_cycle,data/terraform_collected_templates_new\group_09816_CHAP15_cycle/main.tf,terraform,smelly,circular_dependencies,0,0,0,0,0,0,0,1,0,0,0,0,0.02606940269470215,0.0,0.0010106563568115234,"{'circular_dependencies': [{'cycle': ['azurerm_network_interface.nic', 'azurerm_linux_virtual_machine.vm', 'azurerm_network_interface.nic'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['azurerm_linux_virtual_machine.vm', 'azurerm_network_interface.nic']}]}"
group_10571_terraform_servarr,data/terraform_collected_templates_new\group_10571_terraform_servarr/backend.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/indexers.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/providers.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/prowlarr.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/radarr.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/sonarr.tf|data/terraform_collected_templates_new\group_10571_terraform_servarr/vars.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.13899612426757812,0.0,0.0,
group_11085_FortiGate_Playground_SD-WAN_terraform,data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/00-general.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/01-network.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/02-network-branch.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/03-network-fmg.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/04-fortigate-branch.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/04-fortigate-hub.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/05-fmg.tf|data/terraform_collected_templates_new\group_11085_FortiGate_Playground_SD-WAN_terraform/06-output.tf,terraform,smelly,unused_parameters;unprotected_secrets,0,0,0,1,0,0,0,0,0,0,0,1,0.21174883842468262,0.0010004043579101562,0.0009989738464355469,"{'unprotected_secrets': [{'parameter_id': 'edb0eb84-962d-4051-9288-5ad30b810661', 'parameter_name': 'PASSWORD'}], 'unused_parameters': [{'name': 'variable.FGT_LICENSE_LOCATION', 'id': '9546539d-5ad6-49da-b056-33531c04c91c'}, {'name': 'variable.FGT_LICENSE_FILE_C', 'id': '2e9dd386-060b-4aa2-8704-8a9d5eb97562'}, {'name': 'variable.FGT_LICENSE_FILE_D', 'id': '4cf3fe39-0f66-4942-af81-ee902f12c0be'}, {'name': 'variable.gateway_ipaddress_branch1', 'id': 'acb47b90-d8fc-4587-b197-3aa6557650d1'}, {'name': 'variable.gateway_ipaddress_branch2', 'id': '48042b51-168f-492f-a202-1124e93e461e'}, {'name': 'variable.fmg_ipaddress', 'id': 'f70451d2-0de8-438a-8a91-7f5aefdffc73'}, {'name': 'data.fgt_branch1_custom_data', 'id': '9a93b74b-40a7-4a97-abde-75a977d6927a'}]}"
group_11155_agent,data/terraform_collected_templates_new\group_11155_agent/main.tf|data/terraform_collected_templates_new\group_11155_agent/outputs.tf|data/terraform_collected_templates_new\group_11155_agent/variables.tf,terraform,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.08713650703430176,0.0,0.0009984970092773438,"{'unused_parameters': [{'name': 'variable.tags', 'id': '27544cf9-9290-4685-aedc-b8b7d6fe027f'}, {'name': 'data.current', 'id': '445e3bfa-1d45-42c4-b852-e37347ec7e6c'}]}"
group_11285_prod,data/terraform_collected_templates_new\group_11285_prod/01-main.tf|data/terraform_collected_templates_new\group_11285_prod/02-vpc.tf|data/terraform_collected_templates_new\group_11285_prod/03-key-pair.tf|data/terraform_collected_templates_new\group_11285_prod/04-eks.tf|data/terraform_collected_templates_new\group_11285_prod/05-rds.tf|data/terraform_collected_templates_new\group_11285_prod/06-dynamodb.tf|data/terraform_collected_templates_new\group_11285_prod/07-ecr.tf|data/terraform_collected_templates_new\group_11285_prod/08-s3.tf|data/terraform_collected_templates_new\group_11285_prod/09-lambda.tf|data/terraform_collected_templates_new\group_11285_prod/10-sqs.tf|data/terraform_collected_templates_new\group_11285_prod/11-datadog.tf|data/terraform_collected_templates_new\group_11285_prod/12-helm.tf|data/terraform_collected_templates_new\group_11285_prod/13-acm_and_route53.tf|data/terraform_collected_templates_new\group_11285_prod/14-kubernetes.tf|data/terraform_collected_templates_new\group_11285_prod/15-bastion_host.tf|data/terraform_collected_templates_new\group_11285_prod/variables.tf,terraform,smelly,unrestricted_ip_addresses;unprotected_secrets,0,0,0,0,0,0,0,0,0,0,1,1,0.11975622177124023,0.0010001659393310547,0.0010030269622802734,"{'unrestricted_ip_addresses': [{'resource_id': 'cb636930-6836-4848-bfd0-e8002dd33447', 'resource_name': 'aws_security_group.bastion_host', 'resource_type': 'aws_security_group', 'property_path': 'ingress[0].cidr_blocks[0]', 'ip_value': '0.0.0.0/0', 'port': '22', 'direction': None}], 'unprotected_secrets': [{'parameter_id': '525ced1d-5255-40c1-ba85-7b2814ba3962', 'parameter_name': 'datadog_api_key'}, {'parameter_id': '72eee370-9abd-4be6-8720-931e758c83e0', 'parameter_name': 'registrationToken'}]}"
group_11463_aws-firehose-s3-archiver,data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/cloudwatch.tf|data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/firehose.tf|data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/main.tf|data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/outputs.tf|data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/variables.tf|data/terraform_collected_templates_new\group_11463_aws-firehose-s3-archiver/versions.tf,terraform,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.06834840774536133,0.0,0.003003358840942383,"{'unused_parameters': [{'name': 'data.current', 'id': '4c93c558-32b5-4a5c-84f5-a0c2e4c82c7f'}]}"
group_11694_src_terraform_modules_dnsserver,data/terraform_collected_templates_new\group_11694_src_terraform_modules_dnsserver/main.tf|data/terraform_collected_templates_new\group_11694_src_terraform_modules_dnsserver/outputs.tf|data/terraform_collected_templates_new\group_11694_src_terraform_modules_dnsserver/variables.tf,terraform,smelly,unused_parameters;unprotected_secrets,0,0,0,1,0,0,0,0,0,0,0,1,0.09842324256896973,0.0009942054748535156,0.017770051956176758,"{'unprotected_secrets': [{'parameter_id': 'ae365360-9fbe-48dd-8e27-471fb9cd1e9b', 'parameter_name': 'admin_password'}, {'parameter_id': '9a29d40a-ff32-40c1-b352-5b79fae448a3', 'parameter_name': 'ssh_key_data'}], 'unused_parameters': [{'name': 'data.primary', 'id': 'e5b4bbc0-2b2c-4080-a71c-0decee6b97bc'}]}"
group_12921_internal_service_amplify_testdata_Branch_tags_defaults,data/terraform_collected_templates_new\group_12921_internal_service_amplify_testdata_Branch_tags_defaults/main_gen.tf,terraform,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.013933897018432617,0.0,0.0,
group_13261_internal_service_backup_testdata_Vault_data.tags,data/terraform_collected_templates_new\group_13261_internal_service_backup_testdata_Vault_data.tags/main_gen.tf,terraform,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.013993501663208008,0.0,0.0,"{'unused_parameters': [{'name': 'data.test', 'id': 'c7121cb0-b33d-430f-9b22-0169c77b03f5'}]}"
group_13662_internal_service_dms_testdata_ReplicationInstance_data.tags,data/terraform_collected_templates_new\group_13662_internal_service_dms_testdata_ReplicationInstance_data.tags/main_gen.tf,terraform,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.01900029182434082,0.0,0.00400090217590332,"{'unused_parameters': [{'name': 'data.test', 'id': '9103be9a-bfc6-4f5b-af4d-3f09e5e78d8c'}]}"
