template_name,template_path,template_language,label,detected_smells,always_true_conditions,always_false_conditions,dead_resources,unused_parameters,unused_conditions,no_sourced_outputs,no_sourced_conditions,circular_dependencies,cascading_provisioning_failures,hard_coded_secrets,unrestricted_ip_addresses,unprotected_secrets,parse_time,dependency_graph_build_time,dependency_graph_analysis_time,dependency_graph_analysis_result
template_01859_iam_role_to_jump_to_another_account.yaml,data/cloudformation_collected_templates_new\template_01859_iam_role_to_jump_to_another_account.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.018433809280395508,0.0,0.0,
template_01991_macros.yaml,data/cloudformation_collected_templates_new\template_01991_macros.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.014998674392700195,0.0,0.0,
template_02257_parameters_type_list_aws_ec2_volume_id.yaml,data/cloudformation_collected_templates_new\template_02257_parameters_type_list_aws_ec2_volume_id.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.012998819351196289,0.0,0.0,
template_02273_valid_sub_operations.yaml,data/cloudformation_collected_templates_new\template_02273_valid_sub_operations.yaml,cloudformation,smelly,no_sourced_outputs,0,0,0,0,0,1,0,0,0,0,0,0,0.01713252067565918,0.0,0.0,"{'no_sourced_outputs': [{'name': 'Out.Output3', 'id': 'd19226b2-8d50-42b2-b985-f315f938bc65'}]}"
template_02308_parity-deployment-remote-ethstats.json,data/cloudformation_collected_templates_new\template_02308_parity-deployment-remote-ethstats.json,cloudformation,smelly,unprotected_secrets,0,0,0,0,0,0,0,0,0,0,0,1,0.022413969039916992,0.0,0.023092269897460938,"{'unprotected_secrets': [{'parameter_id': 'd8111b12-0705-4f59-8ff1-ecad41bfeaf1', 'parameter_name': 'ETHStatsPassword'}]}"
template_02670_resource-role.yaml,data/cloudformation_collected_templates_new\template_02670_resource-role.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.022059917449951172,0.0,0.0010123252868652344,
template_02688_project-cluster.json,data/cloudformation_collected_templates_new\template_02688_project-cluster.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.016999483108520508,0.0,0.0009970664978027344,
template_03343_service-autoscaling.yaml,data/cloudformation_collected_templates_new\template_03343_service-autoscaling.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.03657341003417969,0.0,0.001010894775390625,
template_03517_tailscale-demo.yaml,data/cloudformation_collected_templates_new\template_03517_tailscale-demo.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.049539804458618164,0.0,0.0009996891021728516,
template_03693_template.yaml,data/cloudformation_collected_templates_new\template_03693_template.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.020079612731933594,0.0,0.0,
template_03708_ExecuteTest.yaml,data/cloudformation_collected_templates_new\template_03708_ExecuteTest.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.02591538429260254,0.0,0.0,
template_03745_nested.yml,data/cloudformation_collected_templates_new\template_03745_nested.yml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.013487100601196289,0.0,0.0,
template_03836_functions_ref.yaml,data/cloudformation_collected_templates_new\template_03836_functions_ref.yaml,cloudformation,smelly,circular_dependencies,0,0,0,0,0,0,0,1,0,0,0,0,0.023724794387817383,0.0010061264038085938,0.0,"{'circular_dependencies': [{'cycle': ['mySecurityGroupVpc1', 'mySecurityGroupVpc2', 'mySecurityGroupVpc1'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['mySecurityGroupVpc1', 'mySecurityGroupVpc2']}]}"
template_03974_existing-bucket-via-cloudformation-template.yaml,data/cloudformation_collected_templates_new\template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.01399850845336914,0.0,0.0,
template_04381_demo.yaml,data/cloudformation_collected_templates_new\template_04381_demo.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.038311004638671875,0.0,0.009070396423339844,
template_04659_08_UngerwLifecycleHook.yaml,data/cloudformation_collected_templates_new\template_04659_08_UngerwLifecycleHook.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.03575754165649414,0.0,0.0,
template_04839_v5_SparkUI.cf.yml,data/cloudformation_collected_templates_new\template_04839_v5_SparkUI.cf.yml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.016515254974365234,0.0,0.0,"{'unused_parameters': [{'name': 'AutoTerminateCluster', 'id': 'e342678d-d952-41d0-bde9-07a6e452378c'}]}"
template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,data/cloudformation_collected_templates_new\template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,cloudformation,smelly,unrestricted_ip_addresses,0,0,0,0,0,0,0,0,0,0,1,0,0.02869868278503418,0.0,0.0,"{'unrestricted_ip_addresses': [{'resource_id': '977d9b71-ab0d-4ec9-9c07-e52ad4e4a7ac', 'resource_name': 'VMSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '0--1', 'direction': None}, {'resource_id': '977d9b71-ab0d-4ec9-9c07-e52ad4e4a7ac', 'resource_name': 'VMSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[1].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '8--1', 'direction': None}, {'resource_id': '5f0d6f46-d80a-4e48-8372-fa792af06602', 'resource_name': 'VpnSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '0--1', 'direction': None}, {'resource_id': '5f0d6f46-d80a-4e48-8372-fa792af06602', 'resource_name': 'VpnSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[1].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '8--1', 'direction': None}]}"
template_05140_EC2-SecurityGroup-App-App1-php.yaml,data/cloudformation_collected_templates_new\template_05140_EC2-SecurityGroup-App-App1-php.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.03372621536254883,0.0,0.0,"{'unused_parameters': [{'name': 'Department', 'id': '1a2f6ccc-aeb2-4ca4-93f4-760637f54994'}]}"
template_05281_cloudformation.json,data/cloudformation_collected_templates_new\template_05281_cloudformation.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.021567344665527344,0.0,0.0009987354278564453,
template_05354_cognito.yaml,data/cloudformation_collected_templates_new\template_05354_cognito.yaml,cloudformation,smelly,hard_coded_secrets;unprotected_secrets,0,0,0,0,0,0,0,0,0,1,0,1,0.04685258865356445,0.0,0.0009992122650146484,"{'hard_coded_secrets': [{'parameter_id': '01bf543b-66fe-40d9-9d14-5e7a8afaa2dd', 'parameter_name': 'MinimumPasswordLength'}, {'parameter_id': '5042799e-90d7-402e-8bc8-a3352a36c9cc', 'parameter_name': 'TokenValidityUnits'}, {'parameter_id': '9271f64d-2a7b-4077-8ce8-70085f4e6ce9', 'parameter_name': 'AccessTokenValidity'}, {'parameter_id': '0ae9f5df-ef74-4abc-8b82-c65ece463ea3', 'parameter_name': 'IdTokenValidity'}, {'parameter_id': '29e069b4-3bce-4d30-aba6-8820e010252d', 'parameter_name': 'RefreshTokenValidity'}], 'unprotected_secrets': [{'parameter_id': '01bf543b-66fe-40d9-9d14-5e7a8afaa2dd', 'parameter_name': 'MinimumPasswordLength'}, {'parameter_id': '5042799e-90d7-402e-8bc8-a3352a36c9cc', 'parameter_name': 'TokenValidityUnits'}, {'parameter_id': '9271f64d-2a7b-4077-8ce8-70085f4e6ce9', 'parameter_name': 'AccessTokenValidity'}, {'parameter_id': '0ae9f5df-ef74-4abc-8b82-c65ece463ea3', 'parameter_name': 'IdTokenValidity'}, {'parameter_id': '29e069b4-3bce-4d30-aba6-8820e010252d', 'parameter_name': 'RefreshTokenValidity'}]}"
template_05702_api_with_xray_tracing.yaml,data/cloudformation_collected_templates_new\template_05702_api_with_xray_tracing.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.018334627151489258,0.0,0.0,
template_05781_error_api_invalid_path.yaml,data/cloudformation_collected_templates_new\template_05781_error_api_invalid_path.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.013042926788330078,0.0,0.0,
template_05871_error_function_with_invalid_ignore_globals.yaml,data/cloudformation_collected_templates_new\template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.01325225830078125,0.0,0.0,
template_05940_error_missing_stream.yaml,data/cloudformation_collected_templates_new\template_05940_error_missing_stream.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.017159461975097656,0.0,0.0,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,data/cloudformation_collected_templates_new\template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.0024404525756835938,0.0010166168212890625,0.0,"{'unused_parameters': [{'name': 'CertificateArn', 'id': '73d0f14e-a90f-4ecb-afe5-6a0e75da0a46'}, {'name': 'DomainName', 'id': '3271ce4b-413f-4112-a74d-d35c73b0d81f'}, {'name': 'HostedZoneId', 'id': '05674797-70b2-4d42-b80f-a0af8d3da5bc'}]}"
template_06385_api_rest_auth_disable_default_function_permissions.json,data/cloudformation_collected_templates_new\template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.023992538452148438,0.0010056495666503906,0.0,"{'unused_parameters': [{'name': 'AWS.Partition', 'id': 'a8098cc3-e6e0-474f-9a0d-6c91449d24bb'}]}"
template_06448_api_with_gateway_responses_minimal.json,data/cloudformation_collected_templates_new\template_06448_api_with_gateway_responses_minimal.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.020362138748168945,0.0,0.0,
template_06600_function_with_custom_conditional_codedeploy_deployment_preference.json,data/cloudformation_collected_templates_new\template_06600_function_with_custom_conditional_codedeploy_deployment_preference.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.022603750228881836,0.0,0.015479326248168945,
template_07793_bucket-module.yaml,data/cloudformation_collected_templates_new\template_07793_bucket-module.yaml,cloudformation,smelly,cascading_provisioning_failures,0,0,0,0,0,0,0,0,1,0,0,0,0.024997711181640625,0.0,0.009130239486694336,"{'cascading_provisioning_failures': [{'gated_resource': 'LogBucket', 'dependent_resource': 'Bucket', 'condition': 'Cond.HasLogBucket'}]}"
template_08253_deploy-in-management-account.yaml,data/cloudformation_collected_templates_new\template_08253_deploy-in-management-account.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.05884671211242676,0.0,0.053002119064331055,"{'unused_parameters': [{'name': 'IncludeMarketplaceModule', 'id': '35f19221-a02b-426c-8613-6b7def3d58eb'}]}"
template_08937_vpc-template.json,data/cloudformation_collected_templates_new\template_08937_vpc-template.json,cloudformation,smelly,unrestricted_ip_addresses,0,0,0,0,0,0,0,0,0,0,1,0,0.023003816604614258,0.0,0.00099945068359375,"{'unrestricted_ip_addresses': [{'resource_id': '5f0c5112-50e1-4922-beb3-fa266114c614', 'resource_name': 'BastionSG', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '1-65535', 'direction': None}]}"
template_09578_340804757.yaml,data/cloudformation_collected_templates_new\template_09578_340804757.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.029468297958374023,0.0,0.009001970291137695,"{'unused_parameters': [{'name': 'AssetParameters240c16cdf5d2cff87e7d678a663f0b8495f576a5ae13a28cdc8d4125b0046512ArtifactHash6E7106E0', 'id': '8fa1f0a0-2f62-40c0-a796-113e2b89d315'}]}"
template_11072_h2-service.yaml,data/cloudformation_collected_templates_new\template_11072_h2-service.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.023921966552734375,0.0,0.0,"{'unused_parameters': [{'name': 'VPC', 'id': '8a17e25d-23dc-455c-87fe-f4909b17100c'}, {'name': 'Listener', 'id': '1911e41b-4a85-444d-9ea2-f1d7d1fc4427'}, {'name': 'Path', 'id': 'f165b26e-9ed0-4848-afc8-53fc412cee1a'}]}"
template_11599_template.yml,data/cloudformation_collected_templates_new\template_11599_template.yml,cloudformation,smelly,always_true_conditions;always_false_conditions;dead_resources;unused_parameters;no_sourced_conditions;hard_coded_secrets,1,1,1,1,0,0,1,0,0,1,0,0,0.0498354434967041,0.0,0.01299905776977539,"{'always_false_conditions': [{'name': 'Cond.CreateWebSiteS3Bucket', 'id': 'ff40b6b0-85ba-456b-84cd-638356a290aa'}], 'always_true_conditions': [{'name': 'Cond.CreateCodeBuildResources', 'id': 'f378fe4d-034a-4e29-9413-be7157eee922'}], 'dead_resources': [{'name': 'WebsiteS3Bucket', 'id': '2880ddd6-9a06-4431-b254-1043ea0d1c05', 'type': 'AWS::S3::Bucket'}], 'hard_coded_secrets': [{'parameter_id': 'c82f43e5-3093-477a-9c86-87e2426416fc', 'parameter_name': 'RepositoryToken'}], 'unused_parameters': [{'name': 'RepositoryEnableIssues', 'id': 'f6f487a8-446e-401e-91bb-af21bbee8d2a'}], 'no_sourced_conditions': [{'name': 'Cond.CreateCodeBuildResources', 'id': 'f378fe4d-034a-4e29-9413-be7157eee922'}, {'name': 'Cond.CreateWebSiteS3Bucket', 'id': 'ff40b6b0-85ba-456b-84cd-638356a290aa'}]}"
template_11851_Operational-Best-Practices-for-CIS-AWS-v1.3-Level1.yaml,data/cloudformation_collected_templates_new\template_11851_Operational-Best-Practices-for-CIS-AWS-v1.3-Level1.yaml,cloudformation,smelly,hard_coded_secrets;unprotected_secrets,0,0,0,0,0,0,0,0,0,1,0,1,0.06395483016967773,0.0,0.05800366401672363,"{'hard_coded_secrets': [{'parameter_id': 'ef21aa62-5f61-4496-af92-9b9e163a90a3', 'parameter_name': 'IamPasswordPolicyParamMinimumPasswordLength'}, {'parameter_id': '965c79c8-f4ad-4a4d-9590-3db9d4d407b0', 'parameter_name': 'IamPasswordPolicyParamPasswordReusePrevention'}, {'parameter_id': 'c7318cc4-9623-488c-9cdb-8ca496c914e6', 'parameter_name': 'IamUserUnusedCredentialsCheckParamMaxCredentialUsageAge'}], 'unprotected_secrets': [{'parameter_id': 'ef21aa62-5f61-4496-af92-9b9e163a90a3', 'parameter_name': 'IamPasswordPolicyParamMinimumPasswordLength'}, {'parameter_id': '965c79c8-f4ad-4a4d-9590-3db9d4d407b0', 'parameter_name': 'IamPasswordPolicyParamPasswordReusePrevention'}, {'parameter_id': 'c7318cc4-9623-488c-9cdb-8ca496c914e6', 'parameter_name': 'IamUserUnusedCredentialsCheckParamMaxCredentialUsageAge'}]}"
template_11861_Operational-Best-Practices-for-CJIS.yaml,data/cloudformation_collected_templates_new\template_11861_Operational-Best-Practices-for-CJIS.yaml,cloudformation,smelly,hard_coded_secrets;unprotected_secrets,0,0,0,0,0,0,0,0,0,1,0,1,0.07393789291381836,0.0,0.0684661865234375,"{'hard_coded_secrets': [{'parameter_id': 'c769dba6-6e5c-4fb5-9e64-dafee31ca91a', 'parameter_name': 'IamPasswordPolicyParamMaxPasswordAge'}, {'parameter_id': '34d7a040-9bcb-421b-8a1a-43740a760846', 'parameter_name': 'IamPasswordPolicyParamMinimumPasswordLength'}, {'parameter_id': 'cfbd6560-3865-45c2-916a-4b4d7090cfea', 'parameter_name': 'IamPasswordPolicyParamPasswordReusePrevention'}, {'parameter_id': '0666fa0f-92f6-4b60-891c-5d31f0158f12', 'parameter_name': 'IamPasswordPolicyParamRequireLowercaseCharacters'}, {'parameter_id': 'a3d68892-c019-4b4f-b091-932fc3d9bb78', 'parameter_name': 'IamPasswordPolicyParamRequireNumbers'}, {'parameter_id': '2c7235d4-8c28-4a41-b01b-29f84cf5cfff', 'parameter_name': 'IamPasswordPolicyParamRequireSymbols'}, {'parameter_id': 'f6f7c3de-2a6f-4437-9ecb-0eda406d616b', 'parameter_name': 'IamPasswordPolicyParamRequireUppercaseCharacters'}, {'parameter_id': 'a8dca356-8845-4c90-84df-35a2c436990a', 'parameter_name': 'IamUserUnusedCredentialsCheckParamMaxCredentialUsageAge'}], 'unprotected_secrets': [{'parameter_id': 'c769dba6-6e5c-4fb5-9e64-dafee31ca91a', 'parameter_name': 'IamPasswordPolicyParamMaxPasswordAge'}, {'parameter_id': '34d7a040-9bcb-421b-8a1a-43740a760846', 'parameter_name': 'IamPasswordPolicyParamMinimumPasswordLength'}, {'parameter_id': 'cfbd6560-3865-45c2-916a-4b4d7090cfea', 'parameter_name': 'IamPasswordPolicyParamPasswordReusePrevention'}, {'parameter_id': '0666fa0f-92f6-4b60-891c-5d31f0158f12', 'parameter_name': 'IamPasswordPolicyParamRequireLowercaseCharacters'}, {'parameter_id': 'a3d68892-c019-4b4f-b091-932fc3d9bb78', 'parameter_name': 'IamPasswordPolicyParamRequireNumbers'}, {'parameter_id': '2c7235d4-8c28-4a41-b01b-29f84cf5cfff', 'parameter_name': 'IamPasswordPolicyParamRequireSymbols'}, {'parameter_id': 'f6f7c3de-2a6f-4437-9ecb-0eda406d616b', 'parameter_name': 'IamPasswordPolicyParamRequireUppercaseCharacters'}, {'parameter_id': 'a8dca356-8845-4c90-84df-35a2c436990a', 'parameter_name': 'IamUserUnusedCredentialsCheckParamMaxCredentialUsageAge'}]}"
template_12236_graph-neo4j.yaml,data/cloudformation_collected_templates_new\template_12236_graph-neo4j.yaml,cloudformation,smelly,unused_conditions,0,0,0,0,1,0,0,0,0,0,0,0,0.04552292823791504,0.0,0.020998716354370117,"{'unused_conditions': [{'name': 'Cond.HasMinInstances', 'id': 'a1185568-ebc1-4957-a1fa-71ae2febe3a6'}]}"
template_12659_qs-gwlb.yaml,data/cloudformation_collected_templates_new\template_12659_qs-gwlb.yaml,cloudformation,smelly,always_true_conditions;always_false_conditions;unused_conditions;no_sourced_outputs;no_sourced_conditions;hard_coded_secrets;unprotected_secrets,1,1,0,0,1,1,1,0,0,1,0,1,0.07683968544006348,0.0,0.04355335235595703,"{'always_false_conditions': [{'name': 'Cond.EncryptedProtocol', 'id': 'c84e8841-cc60-4098-a2cd-5c6b0169fdff'}], 'always_true_conditions': [{'name': 'Cond.2AZs', 'id': '69f5cd9e-77f5-498d-a2ef-e4fec91383d9'}], 'hard_coded_secrets': [{'parameter_id': 'e8987688-5d21-4c65-8ca5-ad927ca9527a', 'parameter_name': 'MetaDataToken'}], 'unprotected_secrets': [{'parameter_id': 'e8987688-5d21-4c65-8ca5-ad927ca9527a', 'parameter_name': 'MetaDataToken'}], 'unused_conditions': [{'name': 'Cond.2AZs', 'id': '69f5cd9e-77f5-498d-a2ef-e4fec91383d9'}, {'name': 'Cond.ProvidedResourcesTag', 'id': '3aa5f54e-5b2e-43d2-ab60-3271fa1a5490'}], 'no_sourced_outputs': [{'name': 'Out.ControllerName', 'id': '273cd2a3-640f-49ad-a701-e1fbd496d857'}, {'name': 'Out.ServerPorts', 'id': 'dad50055-0f7c-47c0-8ca7-e67330ac5bcd'}], 'no_sourced_conditions': [{'name': 'Cond.EncryptedProtocol', 'id': 'c84e8841-cc60-4098-a2cd-5c6b0169fdff'}]}"
template_12732_tgw-asg-master.yaml,data/cloudformation_collected_templates_new\template_12732_tgw-asg-master.yaml,cloudformation,smelly,hard_coded_secrets;unprotected_secrets,0,0,0,0,0,0,0,0,0,1,0,1,0.04595136642456055,0.0,0.014479398727416992,"{'hard_coded_secrets': [{'parameter_id': '88370206-286d-4e45-ae18-a0a8f5d76a2f', 'parameter_name': 'MetaDataToken'}], 'unprotected_secrets': [{'parameter_id': '88370206-286d-4e45-ae18-a0a8f5d76a2f', 'parameter_name': 'MetaDataToken'}]}"
template_13424_sagemaker-studio-gpu.yaml,data/cloudformation_collected_templates_new\template_13424_sagemaker-studio-gpu.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.010427713394165039,0.0,0.00592803955078125,"{'unused_parameters': [{'name': 'ParsedStackId', 'id': '154a488b-25ab-48b4-a467-b8f09419cea3'}]}"
template_13835_stack-ecs-cluster.yaml,data/cloudformation_collected_templates_new\template_13835_stack-ecs-cluster.yaml,cloudformation,smelly,always_false_conditions;dead_resources;circular_dependencies,0,1,1,0,0,0,0,1,0,0,0,0,0.026414155960083008,0.0,0.0070037841796875,"{'always_false_conditions': [{'name': 'Cond.IsEc2Cluster', 'id': '41eeaca7-aadd-46a7-b47d-a6629aa43622'}], 'dead_resources': [{'name': 'ECSInstanceRole', 'id': '37977795-a0e8-4866-b80f-a7b96c16aa2e', 'type': 'AWS::IAM::Role'}, {'name': 'ECSInstanceProfile', 'id': 'ba5aeb35-1acf-4222-8d70-c94978e7e85f', 'type': 'AWS::IAM::InstanceProfile'}, {'name': 'LaunchConfiguration', 'id': 'ef001e6b-3388-4d8b-8131-73b9140d1a43', 'type': 'AWS::AutoScaling::LaunchConfiguration'}, {'name': 'AutoScalingGroup', 'id': '7553808f-a0ec-462d-a5db-af79cf7d9fb8', 'type': 'AWS::AutoScaling::AutoScalingGroup'}, {'name': 'CapacityProvider', 'id': 'ed3b4684-af61-4ded-90f3-65cae0c6c1ef', 'type': 'AWS::ECS::CapacityProvider'}], 'circular_dependencies': [{'cycle': ['LaunchConfiguration', 'AutoScalingGroup', 'CapacityProvider', 'ECSCluster', 'LaunchConfiguration'], 'cycle_length': 4, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['AutoScalingGroup', 'ECSCluster', 'LaunchConfiguration', 'CapacityProvider']}]}"
template_14064_api_with_swagger_authorizer_none.yaml,data/cloudformation_collected_templates_new\template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,smelly,circular_dependencies,0,0,0,0,0,0,0,1,0,0,0,0,0.023998022079467773,0.0,0.0,"{'circular_dependencies': [{'cycle': ['MyApiWithLambdaRequestAuth', 'MyFn', 'MyApiWithLambdaRequestAuth'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['MyFn', 'MyApiWithLambdaRequestAuth']}]}"
template_14376_api_with_basic_custom_domain_http.json,data/cloudformation_collected_templates_new\template_14376_api_with_basic_custom_domain_http.json,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.020489215850830078,0.0,0.0,"{'unused_parameters': [{'name': 'MyDomainName', 'id': '53b568ca-286f-4cdf-bdfc-8dab19059a4c'}, {'name': 'MyDomainCert', 'id': '99a634ed-a957-4e2f-a941-875afa48b2e4'}]}"
template_14528_basic_layer.json,data/cloudformation_collected_templates_new\template_14528_basic_layer.json,cloudformation,smelly,always_true_conditions;unused_parameters;no_sourced_conditions,1,0,0,1,0,0,1,0,0,0,0,0,0.013329267501831055,0.0,0.0020062923431396484,"{'always_true_conditions': [{'name': 'Cond.TestCondition', 'id': 'dffd322f-eedc-4b85-baea-ef60da681a01'}], 'unused_parameters': [{'name': 'DeletePolicy', 'id': '046c3851-c9d2-45f2-8e49-f1cf90e12825'}], 'no_sourced_conditions': [{'name': 'Cond.TestCondition', 'id': 'dffd322f-eedc-4b85-baea-ef60da681a01'}]}"
template_15131_setup.yaml,data/cloudformation_collected_templates_new\template_15131_setup.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.02402186393737793,0.0,0.010061502456665039,
